# Lynds' Catalogue of Bright Nebulae (Lynds 1965)
# Source: VizieR catalog VII/9 — https://vizier.cds.unistra.fr/viz-bin/VizieR?-source=VII/9
# Coordinates are ICRS (J2000). size is the largest angular dimension (Diam1) in arcminutes.
ra,dec,catalog,catalog_id,size
302.458333,37.815000,LBN,193,90.00
301.201667,38.476667,LBN,194,4.00
304.468750,36.823333,LBN,195,7.00
298.185000,39.963889,LBN,196,20.00
301.452083,38.477778,LBN,197,5.00
307.231667,35.667500,LBN,198,130.00
300.192500,39.472500,LBN,199,35.00
298.433333,40.298333,LBN,200,70.00
297.427500,40.793889,LBN,201,60.00
298.935417,40.133889,LBN,202,45.00
303.206667,38.318056,LBN,203,20.00
295.666667,41.786389,LBN,204,20.00
301.697917,39.145278,LBN,205,300.00
303.959583,38.154444,LBN,206,50.00
299.685833,40.303611,LBN,207,40.00
302.450833,38.981667,LBN,208,120.00
304.461667,37.990000,LBN,209,30.00
306.975000,36.666389,LBN,210,70.00
306.220417,37.163611,LBN,211,240.00
304.962500,37.991944,LBN,212,40.00
300.939583,40.142222,LBN,213,20.00
301.944583,39.729722,LBN,214,4.00
303.955000,38.821111,LBN,215,40.00
301.692083,39.978611,LBN,216,45.00
301.188750,40.310000,LBN,217,15.00
307.725417,36.919444,LBN,218,10.00
307.473750,37.085000,LBN,219,30.00
326.827917,22.398889,LBN,220,25.00
297.414583,42.460556,LBN,221,52.00
301.939167,40.479722,LBN,222,180.00
303.195417,39.984722,LBN,223,20.00
306.212083,38.496944,LBN,224,150.00
292.887917,44.607500,LBN,225,210.00
307.971250,37.670278,LBN,226,110.00
301.683750,41.145278,LBN,227,100.00
298.415417,42.631667,LBN,228,35.00
309.227083,37.175278,LBN,229,40.00
312.495833,35.187222,LBN,230,40.00
310.735417,36.347500,LBN,231,8.00
300.425000,41.973333,LBN,232,120.00
302.183750,41.314167,LBN,233,160.00
305.452917,39.660556,LBN,234,110.00
310.733750,36.680833,LBN,235,180.00
303.942500,40.654444,LBN,236,90.00
299.667500,42.720278,LBN,237,53.00
301.174167,42.310000,LBN,238,10.00
303.436667,41.319167,LBN,239,60.00
304.945000,40.658611,LBN,240,120.00
304.945000,40.658611,LBN,241,40.00
300.669167,42.807778,LBN,242,20.00
302.680000,41.982778,LBN,243,30.00
300.415833,43.140000,LBN,244,420.00
306.954167,39.999722,LBN,245,45.00
312.739167,36.521389,LBN,246,45.00
310.474167,38.179722,LBN,247,101.00
305.192083,41.159444,LBN,248,30.00
306.449583,40.497778,LBN,249,50.00
313.743333,36.191667,LBN,250,50.00
304.184583,41.822222,LBN,251,45.00
301.418333,43.144167,LBN,252,18.00
306.446250,40.997778,LBN,253,20.00
319.777500,32.211667,LBN,254,100.00
312.986250,37.188889,LBN,255,70.00
314.998333,35.862778,LBN,256,12.00
307.450833,40.668333,LBN,257,120.00
308.205417,40.254722,LBN,258,30.00
304.683333,42.157500,LBN,259,60.00
300.910417,43.975556,LBN,260,60.00
306.695000,41.248889,LBN,261,25.00
300.909167,44.142222,LBN,262,80.00
311.222083,38.849167,LBN,263,130.00
301.914167,43.813056,LBN,264,70.00
310.718750,39.180833,LBN,265,40.00
314.995417,36.445833,LBN,266,12.00
307.447500,41.168333,LBN,267,60.00
306.189583,41.863611,LBN,268,5.00
315.497917,36.197778,LBN,269,130.00
305.936667,42.162500,LBN,270,180.00
308.954583,40.674167,LBN,271,40.00
300.652917,44.807778,LBN,272,90.00
306.437917,42.164444,LBN,273,22.00
306.186250,42.313611,LBN,274,3.00
309.205417,40.675000,LBN,275,10.00
308.953750,40.840833,LBN,276,8.00
310.714583,39.847500,LBN,277,30.00
304.676250,43.157500,LBN,278,30.00
306.688750,42.165556,LBN,279,70.00
306.436250,42.381111,LBN,280,3.00
306.435833,42.481111,LBN,281,3.00
324.799583,29.560000,LBN,282,80.00
313.732500,38.191667,LBN,283,35.00
315.242083,37.196944,LBN,284,25.00
308.447917,41.505556,LBN,285,50.00
308.195833,41.671389,LBN,286,12.00
324.547083,30.059444,LBN,287,70.00
307.942917,42.003611,LBN,288,45.00
312.975417,39.022222,LBN,289,60.00
315.240000,37.530278,LBN,290,8.00
314.485000,38.110833,LBN,291,10.00
306.180000,43.163611,LBN,292,90.00
307.437083,42.668333,LBN,293,50.00
300.895000,45.808889,LBN,294,70.00
313.476250,39.157222,LBN,295,15.00
315.740417,37.698611,LBN,296,20.00
300.390833,46.140000,LBN,297,50.00
304.917917,44.325278,LBN,298,8.00
315.990417,37.866111,LBN,299,50.00
305.672500,43.994722,LBN,300,60.00
304.413750,44.656389,LBN,301,20.00
311.208750,41.015833,LBN,302,40.00
304.916667,44.491944,LBN,303,40.00
314.982917,38.695833,LBN,304,130.00
306.929583,43.499722,LBN,305,20.00
326.051250,29.896944,LBN,306,40.00
