# Principal Galaxy Catalogue — RC3 subset (de Vaucouleurs et al. 1991)
# Source: VizieR catalog VII/155 — https://vizier.cds.unistra.fr/viz-bin/VizieR?-source=VII/155
# Coordinates are ICRS (J2000). size is D25 (major axis at 25 mag/arcsec²) in arcminutes,
# converted from logD25 (log10 of D25 in 0.1 arcmin): size = 10^D25 * 0.1.
# magnitude is total B magnitude (BT).
ra,dec,catalog,catalog_id,size,magnitude
21.122500,-4.551667,PGC,5187,1.23,
21.142500,1.731667,PGC,5190,3.16,12.55
21.142500,-33.173056,PGC,5191,1.48,
21.125000,2.016667,PGC,5192,0.85,
21.144583,3.796944,PGC,5193,4.47,12.24
21.142500,16.536389,PGC,5194,1.66,
21.153333,21.882222,PGC,5197,0.66,
21.150000,7.716667,PGC,5198,1.26,
21.160833,33.473056,PGC,5201,1.38,
21.100000,3.883333,PGC,5208,1.17,
21.172917,-1.586667,PGC,5210,1.48,
21.175000,9.750000,PGC,5213,0.95,
21.182500,33.429722,PGC,5214,2.00,
21.187500,-38.128333,PGC,5215,1.07,
21.188333,32.165833,PGC,5217,0.71,
21.190417,9.994167,PGC,5218,2.69,13.94
21.175000,1.016667,PGC,5220,1.17,
21.199167,9.539167,PGC,5222,2.75,11.30
21.207083,32.234722,PGC,5226,0.62,
21.208333,-31.756667,PGC,5227,1.58,
21.200000,-1.483333,PGC,5228,0.89,
21.218750,-1.617778,PGC,5231,0.87,14.63
21.225417,-68.618333,PGC,5233,1.00,
21.250000,0.433333,PGC,5238,0.93,
21.279167,-38.006667,PGC,5243,0.52,
21.275000,8.683333,PGC,5245,1.10,
21.305000,14.872222,PGC,5250,1.10,
21.275000,2.050000,PGC,5251,1.07,
21.275000,2.283333,PGC,5252,0.71,
21.299583,-38.093333,PGC,5253,1.17,
21.303750,-38.068333,PGC,5255,1.41,
21.300000,-1.500000,PGC,5258,1.20,
21.342083,14.838333,PGC,5261,1.78,
21.321667,9.265000,PGC,5264,2.45,13.95
21.332083,34.024444,PGC,5268,2.51,13.50
21.341250,-18.163333,PGC,5269,1.55,14.20
21.348333,14.519444,PGC,5270,1.51,
21.353333,14.863333,PGC,5271,1.45,
21.350000,7.533333,PGC,5273,1.35,
21.359167,-1.551389,PGC,5275,1.00,
21.350000,10.800000,PGC,5276,0.91,
21.370000,-38.266944,PGC,5278,2.00,
21.380000,-1.409167,PGC,5282,1.02,
21.381250,1.759722,PGC,5283,3.80,12.41
21.381250,32.136111,PGC,5284,2.19,14.39
21.375000,-1.483333,PGC,5289,0.91,
21.390417,33.671111,PGC,5290,1.74,
21.375000,0.116667,PGC,5291,1.10,
21.397500,-41.465278,PGC,5293,0.52,
21.401667,18.062222,PGC,5294,0.91,
21.406667,-30.365278,PGC,5295,0.95,
21.394167,14.975000,PGC,5298,1.00,
21.417917,34.713056,PGC,5299,2.40,13.14
21.420833,-34.841111,PGC,5301,1.55,
21.435000,-1.378333,PGC,5305,1.78,13.03
21.425000,-1.433333,PGC,5307,1.00,
21.454583,-39.105278,PGC,5310,1.15,
21.458750,-1.293889,PGC,5311,0.59,14.10
21.459167,-34.490278,PGC,5312,1.17,
21.450000,-1.316667,PGC,5314,0.44,
21.463750,-37.333611,PGC,5315,0.93,
21.450000,1.483333,PGC,5316,1.10,
21.485000,-38.951667,PGC,5320,1.55,
21.485000,16.601944,PGC,5321,1.20,
21.497500,-1.339444,PGC,5323,2.40,
21.503333,-1.343889,PGC,5324,1.35,
21.511250,-1.226667,PGC,5326,0.89,14.65
21.500000,50.616667,PGC,5327,1.00,
21.512917,11.444167,PGC,5328,0.76,
21.490833,-3.982222,PGC,5329,1.91,
21.500000,0.316667,PGC,5330,1.00,
21.552500,33.405000,PGC,5333,0.00,
21.574167,-52.653889,PGC,5338,0.71,
21.578750,34.754444,PGC,5340,1.86,14.84
21.575000,-6.066667,PGC,5341,2.88,
21.575000,9.916667,PGC,5343,1.74,
21.590000,34.703889,PGC,5344,2.95,13.20
21.591667,6.276111,PGC,5345,1.17,
21.600000,-38.592500,PGC,5347,1.70,
21.600000,-8.066667,PGC,5348,1.10,
21.605000,-1.639444,PGC,5351,1.41,
21.608333,-37.457222,PGC,5352,1.70,
21.629167,34.675556,PGC,5360,0.98,15.68
21.638750,-23.225833,PGC,5362,1.95,13.37
21.640417,31.612778,PGC,5364,0.91,
21.641667,-23.265556,PGC,5365,0.44,15.79
21.625000,0.550000,PGC,5366,1.00,
21.657083,48.393333,PGC,5368,0.55,
21.650000,10.266667,PGC,5370,0.93,
21.675833,2.021667,PGC,5374,1.48,
21.675833,-25.314167,PGC,5375,1.48,
21.675000,-1.316667,PGC,5379,0.55,
21.675000,-0.983333,PGC,5380,0.33,
21.682917,17.264167,PGC,5382,1.23,
21.700000,46.766667,PGC,5386,1.00,
21.702500,12.024167,PGC,5392,1.23,
21.726667,19.214167,PGC,5395,0.66,15.20
21.725000,-15.150000,PGC,5397,1.32,
21.772500,18.598333,PGC,5403,0.91,
21.775000,-35.857778,PGC,5404,1.02,
21.786667,-58.354444,PGC,5409,0.95,
21.789167,14.775833,PGC,5411,1.10,
21.802500,13.602778,PGC,5415,1.82,
21.793750,-18.654167,PGC,5417,1.07,
21.797917,-22.762778,PGC,5419,0.72,
21.806250,-22.697778,PGC,5420,0.41,
21.808333,-21.772778,PGC,5422,0.81,
21.838333,11.975556,PGC,5423,1.00,
21.800000,-1.250000,PGC,5424,1.00,
21.817083,-1.971944,PGC,5425,0.37,
21.856667,-1.911944,PGC,5430,1.91,13.95
21.880000,14.818611,PGC,5433,0.00,
21.885000,19.177500,PGC,5435,0.60,14.16
21.875000,-1.083333,PGC,5436,1.15,
21.889583,-4.682778,PGC,5437,0.00,15.08
21.895000,31.554722,PGC,5440,2.95,14.10
21.900000,-1.116667,PGC,5449,0.87,
21.919583,37.183056,PGC,5450,1.82,
21.934167,-19.051111,PGC,5452,0.95,
21.944583,43.154444,PGC,5453,1.10,
21.951250,-1.879444,PGC,5455,1.38,13.52
21.953333,48.819444,PGC,5457,1.32,
21.950000,43.250000,PGC,5460,1.29,
21.979583,-2.041389,PGC,5465,1.26,
21.987500,-35.718056,PGC,5468,2.24,13.58
21.995833,-29.086389,PGC,5472,0.72,
22.003333,32.032778,PGC,5473,1.17,14.45
22.022500,38.215556,PGC,5475,1.12,
22.025417,49.241389,PGC,5476,1.51,
22.025000,10.416667,PGC,5479,1.10,
22.042083,-1.306389,PGC,5481,1.26,
22.054167,-1.916667,PGC,5484,0.81,
22.101667,16.458889,PGC,5486,0.44,
22.072500,28.988056,PGC,5488,1.10,
22.078333,34.308611,PGC,5489,1.58,
22.091250,2.513333,PGC,5492,0.91,
22.094583,-35.989722,PGC,5494,1.55,
22.107500,-2.590000,PGC,5498,1.41,
22.123333,48.386944,PGC,5502,1.26,
22.125000,-1.716667,PGC,5506,1.26,
22.151250,-39.306667,PGC,5508,0.81,
22.197500,16.688056,PGC,5516,0.87,
22.201250,34.346389,PGC,5518,1.35,
22.214583,2.446944,PGC,5524,0.44,
22.221667,13.793333,PGC,5527,1.48,
22.237917,-51.598611,PGC,5535,0.98,
22.245417,-0.949167,PGC,5539,1.55,13.70
22.247083,-0.561667,PGC,5540,1.35,
22.250000,-2.400000,PGC,5543,1.20,
22.261667,-35.598611,PGC,5544,1.12,
22.262500,32.332222,PGC,5545,1.58,
22.280833,11.130833,PGC,5548,1.05,
22.301667,39.426389,PGC,5550,1.55,
22.305417,33.668333,PGC,5552,0.63,
22.300000,11.133333,PGC,5555,1.23,
22.336667,32.063611,PGC,5563,1.29,
22.363333,-61.463889,PGC,5565,1.45,14.40
22.375000,50.383333,PGC,5568,1.38,
22.433333,-1.241111,PGC,5574,1.23,
22.435000,-18.340556,PGC,5576,0.68,
22.425000,-1.966667,PGC,5577,1.38,
22.444583,45.598889,PGC,5579,1.74,
22.447917,-6.980000,PGC,5581,1.82,
22.450000,51.933333,PGC,5582,1.10,
22.445000,-2.703889,PGC,5583,1.15,
22.465417,-42.323889,PGC,5584,1.12,14.60
22.483333,32.501389,PGC,5587,1.35,
22.500417,40.973889,PGC,5589,1.86,
22.520000,33.309444,PGC,5594,1.10,
22.510833,2.852222,PGC,5596,0.91,
22.522500,-42.685556,PGC,5597,1.58,13.65
22.530417,25.862222,PGC,5600,1.74,14.44
22.582500,17.021111,PGC,5611,1.05,
22.605000,-33.035833,PGC,5615,1.07,
23.818333,34.472778,PGC,5904,1.07,
22.607917,-26.780833,PGC,5617,1.48,
22.617500,-22.665833,PGC,5619,4.90,11.44
22.618333,-41.295833,PGC,5620,1.07,
22.647500,19.608333,PGC,5621,1.05,
22.654583,22.268611,PGC,5623,0.71,
22.670000,-1.992500,PGC,5628,1.82,
22.675000,-37.720833,PGC,5629,0.98,
22.679167,-51.140833,PGC,5631,1.66,
22.693750,21.439722,PGC,5634,1.70,
22.705833,41.256944,PGC,5638,0.41,
22.706250,-27.364444,PGC,5639,0.79,
22.710833,25.915000,PGC,5640,0.55,
22.730000,17.188056,PGC,5643,2.57,
22.742083,14.108056,PGC,5645,1.38,
22.800833,-1.488333,PGC,5655,0.38,
22.809167,9.940556,PGC,5656,0.89,
22.825000,7.783333,PGC,5661,1.29,
22.837083,-6.868333,PGC,5663,4.17,11.44
22.825000,23.950000,PGC,5664,1.29,
22.852917,-59.679722,PGC,5669,0.78,
22.860833,14.277222,PGC,5673,1.48,
22.880833,-12.655000,PGC,5675,1.35,
22.894583,34.783056,PGC,5676,1.02,
22.903750,-6.894444,PGC,5679,1.58,14.10
22.900000,8.433333,PGC,5680,0.91,
22.906667,36.833333,PGC,5681,1.12,
22.927083,-0.931944,PGC,5688,2.14,
22.944583,33.615278,PGC,5691,1.15,13.90
22.945000,38.716944,PGC,5692,1.00,
22.963750,17.565000,PGC,5693,1.35,
22.962083,-33.119722,PGC,5696,1.48,
22.992500,33.476667,PGC,5702,2.24,14.10
22.993333,-85.177500,PGC,5703,1.55,
23.009583,-41.689722,PGC,5709,1.55,
23.010417,33.208611,PGC,5710,0.00,
23.018333,33.178611,PGC,5711,0.63,
23.035833,32.103333,PGC,5715,1.10,
23.065000,12.468056,PGC,5716,1.00,
23.060833,-33.498333,PGC,5721,1.41,
23.069583,-34.783333,PGC,5724,0.71,
23.050000,21.400000,PGC,5725,0.93,
23.085833,-7.859444,PGC,5732,1.05,15.55
23.086250,-12.357222,PGC,5733,1.17,
23.093750,-7.874167,PGC,5735,0.00,15.65
23.116667,-38.680000,PGC,5742,1.23,
23.121667,4.595833,PGC,5744,1.32,
23.139167,35.358889,PGC,5746,2.19,
23.148333,41.986667,PGC,5753,1.20,
23.150000,11.833333,PGC,5757,1.00,
23.166250,-12.042778,PGC,5758,1.10,
23.166667,4.643333,PGC,5759,0.85,
30.793333,5.656667,PGC,7820,0.95,
23.175000,85.000000,PGC,5760,1.55,
23.178750,18.315833,PGC,5761,1.00,
23.202083,-79.474167,PGC,5764,2.24,
23.215000,-14.815278,PGC,5765,1.17,
23.217083,-7.032500,PGC,5766,3.24,11.84
23.237083,-16.536389,PGC,5769,1.35,
23.225000,-0.683333,PGC,5771,1.15,
23.250000,0.183333,PGC,5776,1.00,
23.272917,-7.312778,PGC,5777,3.31,12.92
23.224167,-12.191389,PGC,5778,1.41,
23.323333,13.331944,PGC,5792,1.91,
23.327917,3.070278,PGC,5794,1.32,
23.369167,44.940833,PGC,5796,0.65,
23.367500,17.407222,PGC,5797,1.20,
23.377500,19.028889,PGC,5799,1.17,
23.380833,35.668611,PGC,5800,1.26,
23.375000,-1.083333,PGC,5803,0.81,
23.393750,12.586111,PGC,5805,0.72,
23.420833,44.929167,PGC,5808,2.57,
23.425417,3.543333,PGC,5810,2.19,
23.462083,30.660278,PGC,5818,70.79,6.27
23.459583,17.231111,PGC,5822,1.66,
23.492500,-36.492500,PGC,5827,1.45,13.90
23.498750,-34.387500,PGC,5829,1.70,
23.510417,-1.077222,PGC,5830,1.86,
23.532917,-1.032222,PGC,5838,1.26,
23.554583,-25.567500,PGC,5841,1.38,
23.556667,-38.619167,PGC,5842,0.95,
23.572917,-29.416111,PGC,5849,5.50,10.73
23.582083,29.264167,PGC,5853,1.00,
23.612917,-61.807778,PGC,5859,0.81,
23.650000,-15.500000,PGC,5866,1.66,
23.675000,-47.184444,PGC,5868,0.79,
23.675000,-6.983333,PGC,5870,1.58,
23.710000,21.416667,PGC,5874,1.41,
23.713750,-36.136389,PGC,5875,1.45,
23.719167,12.077222,PGC,5876,1.15,
23.717083,-36.487778,PGC,5878,1.48,
23.725000,55.416667,PGC,5879,1.17,
23.742500,1.335556,PGC,5884,0.91,
23.747917,35.039722,PGC,5885,0.00,
23.750000,39.916667,PGC,5889,1.10,
23.760000,41.248056,PGC,5891,2.19,
23.761667,4.381111,PGC,5892,3.09,14.20
23.771667,-41.436389,PGC,5896,5.75,11.71
23.774167,-7.340833,PGC,5897,3.63,12.47
23.775000,-36.489722,PGC,5898,2.04,13.55
23.800000,-39.148056,PGC,5901,1.95,
23.815000,-22.704722,PGC,5903,1.12,
23.803333,5.506111,PGC,5907,1.17,
23.838750,-32.776111,PGC,5909,1.55,
23.825000,36.316667,PGC,5910,1.00,
23.845417,4.870556,PGC,5911,1.23,
23.867500,33.656667,PGC,5913,0.81,
23.877917,-39.386667,PGC,5915,1.51,
23.881250,47.549444,PGC,5916,1.66,
23.875000,41.533333,PGC,5921,1.38,
23.880417,11.952778,PGC,5922,0.89,
23.902917,-39.360000,PGC,5924,1.62,12.51
23.962917,-10.002778,PGC,5932,1.48,
23.967917,33.681389,PGC,5933,1.41,
23.999583,0.663889,PGC,5939,1.82,
24.037500,-36.300278,PGC,5944,0.98,
24.018333,11.689444,PGC,5945,1.55,
24.077500,-13.696111,PGC,5952,1.41,
24.100417,10.535833,PGC,5954,0.91,
24.100417,-37.319722,PGC,5960,1.29,
24.107917,-42.593611,PGC,5962,1.12,
24.115833,-36.375278,PGC,5964,1.58,
24.137083,39.921389,PGC,5966,1.32,
24.140833,-80.347778,PGC,5967,1.78,
24.150000,-1.366667,PGC,5971,1.10,
24.173750,15.783333,PGC,5974,10.47,9.95
24.196250,5.835278,PGC,5983,1.70,
24.204167,35.512500,PGC,5984,1.91,
24.234167,31.985278,PGC,5986,1.05,
24.253750,-62.540000,PGC,5993,1.86,
24.280000,4.885278,PGC,5998,0.71,
24.314167,-9.197778,PGC,6004,1.58,
24.337083,14.462778,PGC,6005,1.10,
24.320833,28.890278,PGC,6006,0.79,
24.323333,5.877500,PGC,6007,1.55,
24.342083,-64.895833,PGC,6010,1.29,
24.375833,-21.240833,PGC,6016,1.02,
24.393750,-42.672500,PGC,6018,1.20,
24.401667,-33.924167,PGC,6020,1.62,
24.418333,-60.864444,PGC,6030,1.29,
24.424583,32.665278,PGC,6032,0.91,
24.498333,-40.069444,PGC,6044,1.55,
24.513750,32.494167,PGC,6045,1.55,
24.537500,-32.854444,PGC,6051,0.85,
24.565000,41.653889,PGC,6056,1.55,
24.550000,80.650000,PGC,6057,1.38,
24.577083,35.365000,PGC,6059,2.09,
24.581250,7.533611,PGC,6061,2.69,
24.618333,-33.608056,PGC,6071,1.12,
24.631250,28.723333,PGC,6074,1.29,
24.645000,34.992222,PGC,6077,1.38,
24.656250,-40.011389,PGC,6078,1.62,
24.664167,-42.526389,PGC,6081,1.45,13.06
24.666250,-17.833056,PGC,6083,1.05,
24.695833,1.071944,PGC,6090,1.32,
24.698333,-31.821389,PGC,6092,1.05,
24.701250,-83.364167,PGC,6093,1.78,
24.703333,-49.316944,PGC,6094,1.29,
24.722083,-42.584722,PGC,6097,1.29,
24.725833,-46.836667,PGC,6099,1.62,
24.730833,-7.767222,PGC,6101,0.00,16.90
24.743333,-46.575000,PGC,6104,1.10,13.61
24.745000,-29.925000,PGC,6105,0.95,14.70
24.760417,-43.368333,PGC,6107,0.40,
24.777083,-43.361667,PGC,6109,1.20,
24.777500,-7.513056,PGC,6110,2.82,12.41
24.778333,-29.915000,PGC,6112,2.04,12.88
24.786667,-47.128333,PGC,6114,1.38,
24.798333,-75.011944,PGC,6117,1.55,
24.825000,48.764167,PGC,6124,1.32,
24.855000,-49.381944,PGC,6131,0.87,
24.878333,-46.986944,PGC,6136,1.62,
24.887500,35.159167,PGC,6138,0.91,
24.893750,-12.076667,PGC,6141,1.23,
24.907917,7.237778,PGC,6145,0.79,14.50
24.910000,5.783333,PGC,6147,0.89,
24.935833,15.899722,PGC,6150,1.29,
24.950000,-2.016667,PGC,6153,0.95,
24.984167,-9.242778,PGC,6155,1.51,
24.985417,11.096111,PGC,6159,1.10,
24.989167,-28.696944,PGC,6161,1.82,
25.003333,-28.035278,PGC,6165,1.82,
25.036667,5.727778,PGC,6172,2.63,
25.025000,46.566667,PGC,6173,1.00,
25.025000,15.900000,PGC,6174,4.57,14.40
25.088750,-28.913889,PGC,6180,1.17,
25.088750,-35.816667,PGC,6181,1.78,
25.104167,-7.903333,PGC,6186,1.32,
25.116250,34.625556,PGC,6189,1.82,
25.117083,-5.521667,PGC,6190,1.78,
25.125000,14.522500,PGC,6193,1.00,
25.155000,-38.682500,PGC,6200,1.10,
25.163750,-31.820833,PGC,6202,1.07,
25.180000,7.982500,PGC,6208,0.98,
25.200000,-41.212500,PGC,6213,1.32,
25.200000,83.966667,PGC,6214,1.00,
25.231667,49.234167,PGC,6220,1.00,
25.279167,-5.568889,PGC,6228,2.40,
25.314167,34.811944,PGC,6232,0.55,
25.352500,8.525556,PGC,6235,0.95,
25.379583,-46.214722,PGC,6241,0.98,
25.386667,-83.212222,PGC,6242,1.86,
25.400833,-16.147778,PGC,6244,1.48,
25.429167,-89.334444,PGC,6249,2.00,14.10
25.444583,27.501944,PGC,6253,0.00,
25.454167,-75.270000,PGC,6256,1.32,
25.456250,-28.248056,PGC,6257,1.12,
25.480000,-13.081944,PGC,6262,1.10,
25.478750,7.121111,PGC,6263,1.07,
25.485000,22.688889,PGC,6265,1.00,
25.487500,33.259722,PGC,6266,0.00,
25.475000,39.383333,PGC,6267,0.00,16.40
25.498333,-31.009722,PGC,6268,1.66,
25.541250,12.602500,PGC,6275,3.02,13.12
25.562500,-33.260000,PGC,6280,0.78,
25.572500,-47.530000,PGC,6283,1.15,
25.594583,6.723056,PGC,6288,1.00,
25.607500,35.638611,PGC,6290,1.48,
25.613333,13.976667,PGC,6292,3.39,
25.615000,26.143333,PGC,6293,1.51,
25.638333,18.305556,PGC,6294,1.82,
25.676250,-18.228333,PGC,6301,1.45,
25.677083,8.174722,PGC,6302,0.95,
25.702083,13.156111,PGC,6309,2.04,
25.700000,-6.133333,PGC,6310,1.10,
25.715000,31.478333,PGC,6312,0.55,
25.739583,4.199722,PGC,6316,1.00,
25.759583,13.644444,PGC,6318,8.32,12.02
25.759167,-34.188611,PGC,6319,1.48,
25.783333,27.750833,PGC,6326,0.98,
25.787917,-34.241944,PGC,6328,1.29,
25.799583,4.278056,PGC,6329,1.29,
25.808750,8.889444,PGC,6332,3.31,
25.825417,-34.205556,PGC,6334,1.07,
25.827917,22.419722,PGC,6335,0.00,
25.816667,19.965278,PGC,6337,3.09,
25.882917,2.077222,PGC,6348,0.91,
25.904167,-34.272222,PGC,6350,1.10,
25.905833,-33.705556,PGC,6351,1.32,
25.928333,-4.002222,PGC,6356,1.62,
25.935833,-36.089167,PGC,6357,2.00,
25.937500,12.163333,PGC,6358,1.26,
25.941667,4.221389,PGC,6359,1.51,
25.945833,29.165833,PGC,6360,0.00,
25.979583,13.806111,PGC,6364,2.34,
25.976250,-77.959722,PGC,6365,1.29,
25.985417,17.063889,PGC,6366,0.44,14.85
25.990000,2.349167,PGC,6367,1.35,
26.033333,34.386944,PGC,6372,1.38,
26.037917,31.320556,PGC,6373,0.95,
26.060833,28.705556,PGC,6376,1.74,13.18
26.072500,12.254167,PGC,6377,0.89,
26.086667,17.477222,PGC,6380,1.26,
26.119583,-40.664444,PGC,6387,1.35,
26.128333,4.668333,PGC,6388,1.10,
26.127083,17.101667,PGC,6390,0.00,
26.147500,37.696667,PGC,6393,0.83,
26.158750,21.928333,PGC,6395,0.00,
26.159167,38.202778,PGC,6397,1.07,
26.162917,-7.620278,PGC,6400,1.51,
26.172083,4.890556,PGC,6402,0.93,
26.187500,-4.136111,PGC,6406,1.07,
26.195000,17.107778,PGC,6408,0.00,
26.205833,21.878333,PGC,6409,0.78,
26.233750,10.422500,PGC,6415,2.40,13.17
26.239167,-22.921389,PGC,6418,0.60,
26.225000,-0.266667,PGC,6419,0.44,
26.257083,10.365833,PGC,6425,1.05,
26.264167,-36.118056,PGC,6428,1.12,
26.265833,-43.598056,PGC,6430,3.63,12.70
26.291667,32.123056,PGC,6434,1.00,
26.293333,-41.879722,PGC,6435,1.29,
26.317917,10.648889,PGC,6439,1.45,
26.313750,32.061667,PGC,6440,0.68,
26.332500,4.618333,PGC,6441,0.00,
26.340833,28.720833,PGC,6443,1.48,
26.355833,-3.827222,PGC,6447,1.23,
26.371667,10.552500,PGC,6448,1.51,
26.368750,-10.093889,PGC,6450,1.32,
26.375000,25.516667,PGC,6451,2.14,
26.398333,3.356944,PGC,6454,0.93,
26.404583,23.442500,PGC,6455,0.00,
26.410417,-34.525000,PGC,6458,1.02,
26.422917,28.805556,PGC,6459,1.00,
26.425000,41.216667,PGC,6466,1.00,
26.465833,35.110833,PGC,6473,1.12,
26.479167,9.822500,PGC,6475,1.51,
26.496250,-78.904167,PGC,6479,1.02,
26.525417,34.373889,PGC,6483,0.74,14.30
26.542083,6.431944,PGC,6485,1.15,
26.586250,4.264444,PGC,6500,1.15,
26.594583,36.460833,PGC,6502,1.78,13.74
26.660000,-8.680833,PGC,6504,1.20,
26.603750,-8.636944,PGC,6505,1.45,
26.614583,34.927500,PGC,6507,0.74,
26.617083,-83.386667,PGC,6510,1.38,
26.621667,-13.248333,PGC,6511,1.23,
26.627917,-58.672222,PGC,6513,1.82,
26.653750,14.691111,PGC,6516,1.07,
26.663750,-3.780278,PGC,6518,1.38,
26.665417,-25.370556,PGC,6520,0.83,
26.690833,18.573889,PGC,6524,1.38,
26.705000,24.466111,PGC,6528,1.20,
26.722500,33.389444,PGC,6534,0.59,
26.723750,-33.922500,PGC,6535,1.05,
26.725000,48.400000,PGC,6539,1.17,
26.735000,32.110278,PGC,6540,0.78,
26.741667,28.756111,PGC,6544,1.05,
26.752500,12.404722,PGC,6545,1.48,
26.747917,13.126111,PGC,6546,1.55,
26.750000,82.216667,PGC,6552,1.66,
26.804583,-40.657500,PGC,6557,0.87,
26.817083,35.563333,PGC,6560,3.16,13.36
26.828333,-62.971111,PGC,6562,1.41,
26.833750,-61.189444,PGC,6564,1.55,
26.856250,16.346389,PGC,6569,1.20,
26.854167,27.885556,PGC,6570,2.04,13.59
26.876250,36.033889,PGC,6572,0.91,
26.874583,12.103333,PGC,6573,1.38,
26.877917,27.330833,PGC,6574,6.92,12.07
26.905417,11.343611,PGC,6580,1.00,
26.929583,-52.761111,PGC,6581,3.72,11.50
26.932083,35.022500,PGC,6582,0.87,
26.940833,-33.603056,PGC,6584,1.29,14.07
26.950000,25.574722,PGC,6586,0.66,
26.950417,-16.722500,PGC,6587,1.20,14.80
26.972917,27.433611,PGC,6595,7.24,11.47
26.981250,-26.891389,PGC,6598,1.66,13.54
27.020833,-52.048056,PGC,6605,1.45,
27.029583,36.452222,PGC,6607,1.05,
27.095000,11.523056,PGC,6624,2.14,13.20
27.100000,-12.366667,PGC,6626,2.82,13.71
27.139167,13.430278,PGC,6627,1.41,
27.142917,13.701389,PGC,6628,1.29,
27.138750,12.612500,PGC,6633,0.81,
27.138750,10.570833,PGC,6634,1.05,
27.158333,13.768611,PGC,6636,1.10,
27.152083,-10.327500,PGC,6637,1.20,
27.158750,-48.820000,PGC,6638,1.51,
27.249167,-27.596389,PGC,6641,0.00,15.50
27.176250,-48.648333,PGC,6642,2.09,
27.222917,10.521389,PGC,6643,1.62,
27.183750,10.508056,PGC,6644,0.78,
27.194583,20.261667,PGC,6645,1.20,
27.195833,-28.961667,PGC,6646,0.95,
27.217917,10.589167,PGC,6654,0.89,
27.235000,-23.798611,PGC,6655,1.78,
27.239583,5.907778,PGC,6656,3.98,
27.250000,13.210556,PGC,6657,1.66,
27.268750,-14.975000,PGC,6663,1.38,
27.275000,34.966667,PGC,6664,0.91,
27.285000,-3.905000,PGC,6666,1.41,
27.292917,-10.062500,PGC,6667,2.88,
27.293750,5.639444,PGC,6668,0.00,
27.298333,12.852778,PGC,6670,1.45,
27.295417,-10.427778,PGC,6671,2.57,12.82
27.310833,13.055000,PGC,6673,2.00,13.20
27.314167,-3.684167,PGC,6674,1.41,
27.314583,20.711389,PGC,6675,1.82,
27.300000,85.250000,PGC,6676,1.00,
27.315833,35.073056,PGC,6677,1.15,
27.337917,12.714722,PGC,6678,1.00,
27.320417,-32.741944,PGC,6679,1.58,13.36
27.352917,13.368611,PGC,6687,0.81,
27.351667,-26.745278,PGC,6689,1.32,14.70
27.355417,21.997222,PGC,6690,4.47,13.33
27.358333,35.451944,PGC,6691,1.70,
27.367917,-56.052222,PGC,6692,1.78,
27.372083,-33.838889,PGC,6693,1.35,
27.375417,12.508889,PGC,6694,1.32,
27.377083,-34.905556,PGC,6695,1.70,
27.377917,-27.700556,PGC,6696,0.46,15.10
27.380000,-27.080556,PGC,6697,1.26,
27.385000,32.592222,PGC,6699,4.47,
27.407083,-13.571667,PGC,6703,1.48,
27.400000,-12.816667,PGC,6706,1.95,14.91
27.431250,-34.830556,PGC,6710,0.91,
27.432500,35.784722,PGC,6711,2.09,13.33
27.425000,22.366667,PGC,6716,1.10,
27.444583,11.701111,PGC,6718,1.00,
27.447500,21.970556,PGC,6719,1.95,12.90
27.466250,-27.465556,PGC,6724,0.98,
27.472083,3.681944,PGC,6726,0.00,
27.515417,16.438333,PGC,6728,1.15,
27.512917,11.811944,PGC,6733,0.79,
27.497500,2.091111,PGC,6734,1.00,
27.500000,-6.483333,PGC,6735,1.32,
27.500000,-0.733333,PGC,6741,0.89,
27.525000,23.133333,PGC,6750,1.10,
27.545417,2.308056,PGC,6751,1.05,
27.552917,27.196944,PGC,6756,1.55,
27.559583,27.647778,PGC,6759,3.24,13.34
27.564583,33.495556,PGC,6760,0.81,
27.585833,-56.294444,PGC,6770,1.29,
27.618750,-47.164444,PGC,6776,1.70,15.33
27.628750,6.144722,PGC,6778,2.14,13.24
27.637500,35.358056,PGC,6780,1.00,
27.638750,36.370833,PGC,6782,1.41,13.30
27.669167,32.496111,PGC,6789,0.00,
27.671250,33.740556,PGC,6790,0.42,
27.673750,-3.938889,PGC,6791,1.05,
27.673750,21.759722,PGC,6793,3.47,12.24
27.679167,33.082222,PGC,6796,1.51,14.12
27.683333,-12.036111,PGC,6798,1.51,
27.684167,35.284167,PGC,6799,2.45,13.35
27.695833,32.546944,PGC,6802,1.29,
27.700417,35.932500,PGC,6805,1.48,
27.713333,36.275278,PGC,6807,2.29,
27.717917,-36.014722,PGC,6809,1.45,14.33
27.719167,48.351944,PGC,6811,1.17,
27.721667,18.302222,PGC,6814,1.15,
27.742083,21.997222,PGC,6816,3.80,14.28
27.757917,13.296111,PGC,6817,1.45,
27.754167,29.802500,PGC,6823,1.23,
27.766250,-9.703889,PGC,6826,2.45,12.82
27.764167,12.592500,PGC,6827,1.32,
27.776667,-44.444722,PGC,6830,4.90,
27.783750,-9.793611,PGC,6832,0.85,
27.784583,21.913889,PGC,6833,2.88,13.60
27.775000,-1.033333,PGC,6835,1.10,
27.797083,-3.498611,PGC,6837,1.35,
27.807917,22.583056,PGC,6844,0.79,
27.822083,22.358889,PGC,6848,4.47,12.84
27.825000,34.833333,PGC,6851,0.85,
27.830417,-4.056111,PGC,6852,1.55,13.90
27.874583,13.131111,PGC,6855,1.45,
