# Principal Galaxy Catalogue — RC3 subset (de Vaucouleurs et al. 1991)
# Source: VizieR catalog VII/155 — https://vizier.cds.unistra.fr/viz-bin/VizieR?-source=VII/155
# Coordinates are ICRS (J2000). size is D25 (major axis at 25 mag/arcsec²) in arcminutes,
# converted from logD25 (log10 of D25 in 0.1 arcmin): size = 10^D25 * 0.1.
# magnitude is total B magnitude (BT).
ra,dec,catalog,catalog_id,size,magnitude
7.723750,-56.437222,PGC,1883,1.00,
7.735417,42.192500,PGC,1885,1.00,
7.725000,-7.216667,PGC,1886,1.10,
7.742083,10.208889,PGC,1888,1.29,13.74
7.725000,5.166667,PGC,1889,1.29,
7.759583,-36.888889,PGC,1896,1.17,
7.777500,5.078889,PGC,1900,0.81,
7.788333,-22.618889,PGC,1901,1.10,
7.793750,4.505556,PGC,1903,0.66,
7.800417,-0.406944,PGC,1905,0.72,
7.808750,-7.841389,PGC,1908,1.29,
7.800000,-10.466667,PGC,1909,1.41,
7.809167,-36.853889,PGC,1910,1.17,
7.817083,-22.560833,PGC,1911,0.98,
7.826667,28.992500,PGC,1913,1.17,
7.829167,8.475556,PGC,1914,0.66,14.48
7.835417,30.790000,PGC,1916,1.51,
7.837917,-22.645833,PGC,1917,0.81,
7.845417,-48.363889,PGC,1919,1.12,
7.846250,-22.767222,PGC,1920,1.12,
7.850000,8.468056,PGC,1921,1.45,13.88
7.857083,6.207222,PGC,1924,1.20,
7.869167,-19.764167,PGC,1926,1.70,
7.872500,8.400556,PGC,1927,1.10,15.00
7.898750,-10.506111,PGC,1932,1.41,
7.898750,14.611667,PGC,1933,1.29,
7.910000,8.390556,PGC,1934,0.91,
7.906250,-11.844444,PGC,1935,1.20,
7.900000,0.916667,PGC,1936,0.91,
7.925000,-2.500000,PGC,1940,1.23,
7.940417,-5.152500,PGC,1941,1.78,13.17
7.959583,-26.720833,PGC,1942,2.57,
8.004167,-64.390833,PGC,1951,1.91,13.66
8.008750,-64.252500,PGC,1952,2.69,12.59
7.990000,-8.343889,PGC,1953,1.32,
8.038333,-40.265833,PGC,1956,1.70,
8.050833,31.681389,PGC,1957,1.38,
8.051250,31.416667,PGC,1958,0.00,
8.061667,-41.382500,PGC,1961,1.58,
8.097917,-42.172500,PGC,1968,0.95,
8.100000,2.566667,PGC,1970,1.23,
8.177917,-11.318611,PGC,1979,1.70,
8.182500,26.118333,PGC,1981,0.00,
8.185000,30.750000,PGC,1982,1.20,
8.200000,11.733333,PGC,1986,0.89,
8.265000,-8.114444,PGC,1996,1.26,
8.266250,22.198611,PGC,1997,0.81,
8.282917,-32.259167,PGC,2000,1.41,
8.292917,-13.146389,PGC,2001,1.23,
8.275000,7.900000,PGC,2003,1.10,
8.298333,48.507778,PGC,2004,13.18,10.47
8.341667,-1.121111,PGC,2016,1.23,
8.359583,7.880278,PGC,2017,0.87,
8.376250,-56.748611,PGC,2019,1.41,
8.382083,22.904167,PGC,2021,0.81,
8.400417,2.680556,PGC,2022,1.95,
8.402083,23.401389,PGC,2023,0.87,
8.424583,39.544722,PGC,2026,1.41,
8.425000,7.233333,PGC,2027,0.89,
8.450000,30.716667,PGC,2028,1.23,
8.484167,31.451389,PGC,2031,1.74,15.07
8.492083,48.950833,PGC,2032,1.15,
8.505833,-3.166667,PGC,2034,1.17,
8.511667,-9.705556,PGC,2035,3.72,12.31
8.513750,-34.291111,PGC,2036,0.71,
8.531667,44.145556,PGC,2039,1.26,
8.535000,-21.435833,PGC,2040,0.00,16.46
8.540833,-7.602222,PGC,2043,0.00,15.81
8.546250,-30.774444,PGC,2044,1.86,
8.555000,-7.565000,PGC,2045,0.00,15.46
8.558333,-21.471111,PGC,2046,1.12,15.56
8.558333,-21.441111,PGC,2047,1.41,13.66
8.550000,24.633333,PGC,2048,1.10,
8.565000,-21.417778,PGC,2051,0.00,15.79
8.565833,-27.805000,PGC,2052,3.89,12.00
8.565833,-31.786111,PGC,2053,2.00,13.13
8.570000,-21.477778,PGC,2057,0.00,15.80
8.575000,10.183333,PGC,2061,0.87,
8.600000,12.266667,PGC,2062,1.62,
8.604583,-7.599722,PGC,2064,0.00,15.62
8.600000,30.383333,PGC,2065,0.00,
8.600000,3.566667,PGC,2068,1.05,
8.635417,-43.656111,PGC,2070,1.12,14.21
8.638333,-30.019444,PGC,2071,1.29,
8.652083,-55.789444,PGC,2073,1.38,
8.667083,-10.766944,PGC,2076,1.74,
8.693750,-8.396667,PGC,2081,4.17,11.00
8.675000,53.433333,PGC,2083,1.29,
8.702083,28.408611,PGC,2085,1.05,
8.713333,39.545000,PGC,2088,1.05,
8.728750,-12.498889,PGC,2092,1.35,
8.735833,31.947500,PGC,2094,0.95,
17.775000,8.750000,PGC,4238,1.00,
8.757917,-50.207778,PGC,2099,1.35,
8.777083,23.315278,PGC,2106,0.00,
8.805000,-37.558056,PGC,2112,1.12,
8.805833,29.799444,PGC,2113,0.00,
8.825833,-44.081389,PGC,2115,0.89,
8.825000,2.916667,PGC,2118,0.95,
8.825000,3.383333,PGC,2119,1.00,
8.825000,4.866667,PGC,2120,1.10,
8.825000,36.500000,PGC,2121,0.00,
8.847917,-23.376389,PGC,2122,0.98,
8.863333,-55.521389,PGC,2125,0.87,
8.892083,-2.848889,PGC,2131,1.35,
8.900417,-4.733333,PGC,2133,1.12,
8.900833,9.122778,PGC,2134,2.82,
8.900000,24.266667,PGC,2136,1.29,
8.917083,-20.126389,PGC,2138,2.04,
8.900000,8.983333,PGC,2139,1.20,
8.950000,-25.373056,PGC,2142,3.39,12.61
8.982917,31.871111,PGC,2147,1.10,
8.975000,23.966667,PGC,2148,0.89,
8.999167,-10.121944,PGC,2149,1.55,13.64
9.039583,12.641667,PGC,2150,0.66,
9.007917,-9.888333,PGC,2151,1.23,
9.017917,23.958333,PGC,2154,2.95,13.60
9.030417,-32.604722,PGC,2157,0.89,
9.025000,21.466667,PGC,2159,1.17,
9.036250,-7.536944,PGC,2160,1.41,
9.025000,1.700000,PGC,2162,1.15,
9.053333,-12.258889,PGC,2166,1.38,
9.050000,25.800000,PGC,2168,1.55,
9.080417,32.902778,PGC,2169,0.83,
9.087083,45.664722,PGC,2172,0.00,
9.114583,-27.785000,PGC,2173,1.10,
9.120833,-10.106944,PGC,2182,1.55,13.88
9.142083,32.747222,PGC,2183,1.10,
9.155833,-27.790000,PGC,2184,0.83,
9.157917,-56.906667,PGC,2190,1.91,
9.164583,-22.593333,PGC,2192,1.17,
9.190000,21.568056,PGC,2194,1.00,
9.190833,1.886389,PGC,2195,0.44,
9.213333,-28.368333,PGC,2199,1.78,
9.216250,23.984444,PGC,2201,0.78,14.70
9.217083,23.991667,PGC,2202,2.63,
9.220417,-33.556667,PGC,2204,0.49,
9.245417,-29.478333,PGC,2206,1.41,
9.250000,25.683333,PGC,2210,1.70,
9.277917,-46.643333,PGC,2215,1.86,
9.283333,28.835278,PGC,2216,0.00,
9.294583,25.839722,PGC,2221,0.00,
9.294167,13.052778,PGC,2222,1.02,
9.301667,1.942500,PGC,2223,3.16,
20.175000,1.283333,PGC,4853,1.07,
9.310000,-22.585000,PGC,2228,2.04,14.00
9.315417,-53.260000,PGC,2229,1.05,
9.340000,29.148889,PGC,2231,1.66,
9.341667,-19.936667,PGC,2232,2.14,12.90
9.375000,42.900000,PGC,2240,1.48,
9.397500,-22.548333,PGC,2241,2.24,
9.399583,0.280556,PGC,2243,0.66,
9.414167,10.354444,PGC,2246,1.00,
9.423750,-33.716944,PGC,2248,1.15,
9.443333,-17.850278,PGC,2253,0.93,14.19
9.425000,4.016667,PGC,2254,1.17,
9.456250,-26.648333,PGC,2258,0.91,
9.450000,5.133333,PGC,2260,1.32,
9.477083,32.687500,PGC,2261,1.29,
9.482917,-28.923333,PGC,2265,0.95,
9.484583,4.911667,PGC,2266,0.87,
9.489583,8.633889,PGC,2268,2.40,
9.490000,-9.253889,PGC,2269,1.45,
9.510417,-46.518333,PGC,2274,1.62,
9.550000,-55.633333,PGC,2277,1.41,
9.552083,2.728889,PGC,2279,2.00,13.27
9.591250,32.636667,PGC,2286,1.51,
9.597500,29.472778,PGC,2287,0.55,
9.597917,15.039444,PGC,2288,1.45,
9.602500,13.485556,PGC,2290,2.09,
9.605417,3.166389,PGC,2291,1.38,
9.616250,29.624722,PGC,2294,0.87,
9.621250,29.511667,PGC,2298,2.09,13.74
9.633333,30.288611,PGC,2302,1.17,
9.637083,-24.340278,PGC,2305,1.23,
9.645417,-24.275278,PGC,2308,1.62,
9.647500,29.446944,PGC,2309,0.72,
9.665833,17.402778,PGC,2312,2.09,
9.680833,41.996667,PGC,2314,2.00,
9.697917,25.714167,PGC,2316,0.00,
9.699583,32.417222,PGC,2317,0.00,
9.727500,7.057500,PGC,2324,0.91,14.94
9.728333,7.056111,PGC,2325,0.26,15.67
9.725000,25.633333,PGC,2327,1.32,
9.741667,48.338333,PGC,2329,11.75,10.10
9.748750,-9.002778,PGC,2331,1.48,
9.750833,-9.014444,PGC,2332,0.68,
9.767083,-18.610278,PGC,2338,1.38,
9.750000,6.016667,PGC,2342,0.98,
9.785000,-14.173056,PGC,2349,2.04,13.10
9.792500,-8.397222,PGC,2350,0.00,16.02
9.796250,-8.400278,PGC,2351,0.00,15.65
9.806250,0.861944,PGC,2352,1.91,13.42
9.807500,-8.394167,PGC,2353,0.00,15.73
9.814167,-43.075278,PGC,2356,1.55,
9.824167,0.912222,PGC,2357,1.35,13.80
9.825417,-27.348611,PGC,2358,1.38,
9.826250,3.331389,PGC,2359,1.45,13.25
9.824583,13.099444,PGC,2360,1.10,
9.826667,3.036111,PGC,2362,1.55,13.15
9.826667,-29.945556,PGC,2363,0.76,
9.827500,29.657778,PGC,2364,0.76,
9.828750,0.891944,PGC,2365,1.17,14.80
9.828750,3.958056,PGC,2366,1.29,
9.837500,-18.918889,PGC,2369,1.15,
9.825000,4.550000,PGC,2370,1.00,
9.845833,2.797500,PGC,2371,1.23,
9.825000,6.716667,PGC,2372,1.51,
9.853333,25.253056,PGC,2374,0.00,
9.874583,25.644167,PGC,2377,1.20,
9.876250,-14.656389,PGC,2380,1.29,
9.877500,29.762500,PGC,2381,0.91,
9.888333,3.138611,PGC,2382,1.23,
9.890417,-35.805556,PGC,2383,1.29,
9.875000,3.933333,PGC,2384,1.15,
9.894583,-20.383889,PGC,2386,1.17,
9.894583,2.888611,PGC,2387,1.86,13.48
9.895833,0.859722,PGC,2388,1.82,13.57
9.900000,8.950000,PGC,2390,2.14,
9.899583,-9.195000,PGC,2391,1.07,
9.915000,3.442778,PGC,2393,0.85,
9.915833,3.536944,PGC,2394,0.89,
9.900000,9.000000,PGC,2396,1.15,
9.934583,3.299444,PGC,2397,1.20,13.80
9.938750,33.157778,PGC,2398,0.00,
9.950000,21.200000,PGC,2402,0.49,
10.017083,-30.597222,PGC,2411,1.41,
10.046250,22.716389,PGC,2416,0.65,
10.053333,-56.152222,PGC,2417,1.29,
10.072917,2.756111,PGC,2420,0.74,
10.088750,50.332500,PGC,2427,1.38,
10.093750,41.686389,PGC,2429,21.88,8.92
10.100000,6.900000,PGC,2431,1.41,
10.123333,25.026111,PGC,2432,0.00,
10.132917,-45.985556,PGC,2433,1.51,
10.125000,3.233333,PGC,2435,1.23,
10.145417,-13.873889,PGC,2437,5.01,11.60
10.150000,-0.300000,PGC,2440,1.15,
10.179583,-81.567500,PGC,2444,1.07,
10.182083,-63.443889,PGC,2445,2.24,
10.199583,-79.240833,PGC,2450,0.93,
10.202083,-56.214167,PGC,2451,1.10,
10.259583,31.735278,PGC,2458,1.78,
10.275000,50.733333,PGC,2461,1.10,
10.301250,-21.132500,PGC,2464,0.58,
10.302500,-13.546667,PGC,2465,1.45,
10.291667,16.468889,PGC,2469,1.66,
10.340417,-1.713889,PGC,2472,1.12,13.80
10.325000,3.483333,PGC,2473,0.91,
10.362083,-21.045833,PGC,2478,2.04,13.72
10.367500,25.499722,PGC,2479,1.86,12.97
10.391250,29.517500,PGC,2481,0.00,
10.391250,-10.022222,PGC,2482,2.63,
10.407500,29.202500,PGC,2483,0.00,
10.425000,10.816667,PGC,2488,0.91,
10.439167,-16.860833,PGC,2492,1.58,
10.437500,36.356944,PGC,2493,1.12,
10.460417,-9.304167,PGC,2501,1.29,14.71
10.464583,32.990556,PGC,2504,1.66,
10.487917,-32.971111,PGC,2510,1.05,
10.505833,25.568333,PGC,2514,0.00,
10.519583,36.804167,PGC,2517,1.15,
10.532083,33.404444,PGC,2520,1.00,
10.547083,0.903889,PGC,2522,0.54,
10.562083,-11.472222,PGC,2525,1.35,
10.562083,-18.161111,PGC,2526,2.69,
10.566667,0.844722,PGC,2527,1.26,
10.591667,29.641389,PGC,2536,1.58,13.94
10.594167,29.697222,PGC,2537,0.93,
10.614583,-23.629444,PGC,2539,1.07,
10.615417,33.185000,PGC,2540,1.10,
10.625000,40.566667,PGC,2544,0.00,
10.652083,-1.526667,PGC,2547,1.62,13.11
10.667500,29.873889,PGC,2553,1.17,
10.674583,40.865278,PGC,2555,8.71,9.03
10.685000,41.268889,PGC,2557,190.55,4.36
10.689583,-23.561111,PGC,2559,0.95,
10.697083,23.489167,PGC,2562,0.66,
10.700000,23.483333,PGC,2563,1.20,
10.718750,-23.541111,PGC,2569,1.32,14.08
10.722917,-23.544444,PGC,2570,0.35,
10.723750,33.524167,PGC,2571,1.10,
10.725417,32.579444,PGC,2572,0.91,
10.741667,27.250556,PGC,2575,0.59,
10.764583,-22.243056,PGC,2578,2.14,14.32
10.779583,-77.671389,PGC,2579,1.32,
10.800000,-9.200000,PGC,2582,0.00,16.00
10.825000,0.000000,PGC,2591,0.00,16.85
10.841667,-55.328056,PGC,2592,1.74,
10.848750,50.677500,PGC,2593,1.10,
10.857917,-38.756389,PGC,2594,1.10,
10.858333,-50.184722,PGC,2595,1.95,13.14
10.863750,2.956944,PGC,2596,1.15,
11.711667,26.474444,PGC,2739,1.17,
10.867500,-0.123611,PGC,2597,1.58,13.70
10.868750,-6.349444,PGC,2598,1.82,
10.885417,14.343056,PGC,2600,1.62,
10.893333,-8.186944,PGC,2603,0.98,13.98
10.902500,30.587500,PGC,2604,1.66,
10.938333,-24.421389,PGC,2611,1.15,
10.962917,32.853056,PGC,2614,1.66,
10.966250,0.801111,PGC,2615,1.35,
10.976250,-4.245278,PGC,2616,1.51,
10.983750,1.848056,PGC,2617,1.51,14.20
11.003333,-76.589722,PGC,2619,1.32,
11.000000,26.183333,PGC,2621,1.48,
11.020000,28.876389,PGC,2622,1.29,
11.050000,26.833333,PGC,2627,0.98,
11.050000,-12.583333,PGC,2629,1.10,
11.075000,-59.833333,PGC,2633,0.00,
11.095417,-17.354444,PGC,2634,1.91,
11.090417,-17.351111,PGC,2635,1.41,
11.156667,-3.759722,PGC,2642,1.00,
11.174583,45.421389,PGC,2645,1.55,
11.227083,16.937778,PGC,2649,1.38,
11.236667,27.449167,PGC,2650,0.00,
11.248333,-56.380000,PGC,2651,1.41,
11.257917,-60.760000,PGC,2652,1.48,
11.250000,6.133333,PGC,2653,1.02,
11.276667,25.781667,PGC,2655,0.00,
11.325000,10.516667,PGC,2659,0.91,
11.375000,38.033333,PGC,2666,0.00,
11.388750,-26.565000,PGC,2667,0.93,
11.442917,-15.596944,PGC,2675,1.23,
11.466250,-31.198611,PGC,2679,1.23,
11.478333,25.262778,PGC,2680,0.83,
11.491250,-20.608611,PGC,2683,0.91,
11.503333,29.958333,PGC,2687,0.93,
11.515417,-11.505556,PGC,2689,2.00,14.18
11.523333,-1.722222,PGC,2691,1.38,
11.540417,-55.568611,PGC,2693,1.35,
11.554167,19.489444,PGC,2699,3.24,
11.580833,51.217778,PGC,2704,1.58,
11.601250,-13.442778,PGC,2710,1.35,
11.602083,29.623056,PGC,2711,0.87,
11.605833,30.238333,PGC,2712,1.35,
11.614583,25.620000,PGC,2714,0.00,
11.619167,31.809722,PGC,2717,1.10,
11.633333,36.325833,PGC,2720,1.55,
11.650000,8.466667,PGC,2721,0.91,
11.652917,29.722778,PGC,2722,0.83,
11.661250,36.331389,PGC,2726,0.78,
11.665000,31.716389,PGC,2727,0.00,
11.672500,-51.000278,PGC,2732,0.93,
11.680000,-35.796944,PGC,2734,1.00,
11.703333,29.801389,PGC,2738,0.00,
11.735000,32.674167,PGC,2743,2.40,
11.735417,-21.847222,PGC,2744,0.89,
11.736250,24.758056,PGC,2745,0.00,
11.760000,30.338611,PGC,2747,2.19,
11.765000,-48.718889,PGC,2749,1.15,
11.766667,-52.050000,PGC,2750,0.85,
11.783333,-52.050000,PGC,2751,1.23,
11.765833,28.066389,PGC,2752,0.00,
11.777500,-31.580556,PGC,2753,1.23,
11.780417,-22.593889,PGC,2754,1.05,
11.786250,-20.760556,PGC,2758,21.38,9.67
11.794583,32.691389,PGC,2761,0.44,
11.800000,7.900000,PGC,2765,1.15,
11.828333,27.824722,PGC,2766,1.58,
11.831250,14.703333,PGC,2768,0.89,
11.865000,-31.420556,PGC,2778,2.45,12.62
11.867083,50.883611,PGC,2781,1.15,14.33
11.867917,31.654167,PGC,2782,0.87,
11.887917,-25.288333,PGC,2789,27.54,8.04
11.899167,-20.427222,PGC,2791,1.02,
11.907083,-20.518889,PGC,2796,1.02,
11.922917,-21.490556,PGC,2799,0.63,
11.943750,-9.835556,PGC,2800,1.70,
11.947500,-11.468889,PGC,2802,3.02,12.36
11.947917,-9.899444,PGC,2805,3.02,
11.974583,19.596389,PGC,2806,2.40,
11.984583,22.374444,PGC,2813,0.00,
12.006667,8.296667,PGC,2818,1.86,13.30
12.007500,27.623333,PGC,2819,1.51,
12.013750,-2.776389,PGC,2820,2.82,
12.020833,-78.597500,PGC,2821,1.23,
12.021667,-1.566389,PGC,2822,1.20,
12.060000,27.987222,PGC,2827,0.00,
12.066250,26.466944,PGC,2828,0.00,
12.087500,-38.234167,PGC,2831,1.05,
12.075000,7.333333,PGC,2833,1.15,
12.099167,4.092222,PGC,2834,0.95,
12.143333,10.338611,PGC,2843,0.00,
12.145417,27.690833,PGC,2844,0.93,
12.147917,-12.716944,PGC,2845,0.85,
12.186667,-11.766944,PGC,2853,1.29,
12.194583,31.955556,PGC,2855,1.07,13.90
12.200000,11.366667,PGC,2857,1.15,
12.224167,-2.379167,PGC,2861,0.29,15.06
12.259167,28.218611,PGC,2865,1.66,
12.250000,4.516667,PGC,2867,0.91,
12.275000,46.183333,PGC,2869,1.29,
12.326667,-49.477778,PGC,2876,0.89,
12.350000,12.183333,PGC,2882,1.17,
12.358750,-1.770556,PGC,2883,1.32,
12.392917,23.577778,PGC,2886,0.87,15.18
12.395000,-46.876111,PGC,2887,0.98,
12.397500,23.591111,PGC,2888,0.33,16.24
12.397917,1.116111,PGC,2889,1.91,
12.400000,23.583889,PGC,2890,0.22,16.14
12.403750,23.572778,PGC,2892,0.00,16.24
12.413333,22.932222,PGC,2894,1.41,
12.443333,31.600000,PGC,2899,1.29,
12.450833,32.278611,PGC,2901,2.95,12.54
12.455833,-21.016111,PGC,2902,1.70,15.19
12.473333,25.406389,PGC,2908,0.00,
12.475417,-39.637778,PGC,2909,1.55,
12.493333,21.719444,PGC,2914,1.26,
12.514583,-3.558611,PGC,2918,1.12,
12.516250,-66.552778,PGC,2919,1.62,
12.525000,7.916667,PGC,2922,1.10,
12.539583,-5.194167,PGC,2927,1.58,13.56
12.542500,31.731111,PGC,2928,1.66,
12.550833,24.495000,PGC,2930,0.60,
12.588750,-41.243056,PGC,2932,0.95,
12.602500,-19.906389,PGC,2933,1.66,
12.600000,11.716667,PGC,2934,1.00,
12.606667,24.520556,PGC,2935,0.44,
12.615000,-5.858889,PGC,2936,1.48,
12.635417,-8.652222,PGC,2938,1.74,
12.650000,-15.283333,PGC,2943,1.51,
12.650000,12.100000,PGC,2946,0.95,
12.672500,-52.220833,PGC,2948,1.12,
12.675000,-1.908889,PGC,2949,2.14,
12.675000,10.600000,PGC,2951,1.15,
12.698750,-55.608056,PGC,2958,1.91,
12.702083,-6.886111,PGC,2959,2.19,13.87
12.706667,30.162778,PGC,2960,0.95,
12.712917,28.699722,PGC,2964,0.00,
12.724167,-55.491389,PGC,2971,0.98,
12.757917,-7.057500,PGC,2980,1.51,
12.768333,-7.065556,PGC,2984,1.55,
12.769167,-32.421389,PGC,2985,1.17,
12.800000,12.016667,PGC,2992,0.95,
12.821667,-8.597222,PGC,2995,1.38,
12.840000,-8.022500,PGC,2999,1.17,
12.845833,-8.518889,PGC,3004,1.35,
12.862083,40.724722,PGC,3011,0.98,15.30
12.850000,-3.116667,PGC,3012,1.20,
12.875000,-12.845000,PGC,3014,0.83,
12.895000,29.400833,PGC,3019,0.89,
12.895833,29.714167,PGC,3020,1.51,15.13
12.900000,52.100000,PGC,3023,1.10,
12.900000,3.183333,PGC,3024,0.91,
12.927083,22.518889,PGC,3027,0.89,
12.925000,3.083333,PGC,3031,0.93,
12.963750,-12.767778,PGC,3035,0.39,
12.975000,-16.400000,PGC,3042,1.00,
12.999167,-0.486667,PGC,3043,0.44,15.25
13.008750,-42.880000,PGC,3046,1.15,
13.019167,47.550000,PGC,3051,2.09,11.47
13.027500,-22.680278,PGC,3054,1.02,
13.038333,-2.217778,PGC,3055,1.62,
13.051250,29.675833,PGC,3057,0.87,
13.057917,44.331389,PGC,3058,1.05,
13.072083,-3.967778,PGC,3062,1.48,
13.105833,-65.226944,PGC,3070,1.78,
13.100000,14.516667,PGC,3072,1.51,
13.100000,26.133333,PGC,3075,1.00,
13.125000,24.333333,PGC,3076,1.70,
13.145833,29.209444,PGC,3081,0.91,
13.125000,6.016667,PGC,3082,0.91,
13.158750,-72.800278,PGC,3085,316.23,2.70
13.150000,6.050000,PGC,3087,1.00,
13.175833,-31.206111,PGC,3089,5.13,11.72
13.188333,-83.857222,PGC,3094,1.38,
13.190000,-31.718611,PGC,3095,1.23,
13.217083,-27.325278,PGC,3100,1.15,
13.223333,41.970556,PGC,3103,1.00,
13.242083,29.032500,PGC,3108,0.81,14.17
13.289167,21.926389,PGC,3120,1.10,
13.305417,-13.164722,PGC,3124,1.62,
13.350833,-56.055556,PGC,3130,0.89,
13.359167,29.269444,PGC,3133,2.04,14.22
13.350000,5.766667,PGC,3139,1.00,
13.374583,-8.769167,PGC,3140,1.12,
13.377083,-13.112778,PGC,3142,1.29,
13.380417,-58.108889,PGC,3144,1.66,
13.386667,2.926667,PGC,3147,1.55,
13.390417,21.511944,PGC,3149,0.00,
13.396250,12.694167,PGC,3151,0.55,14.36
13.535417,-61.928611,PGC,3152,0.00,14.30
13.425417,18.096944,PGC,3157,1.15,
13.433333,-27.050556,PGC,3159,1.26,
13.437917,-47.647222,PGC,3161,1.26,
13.443333,-45.185556,PGC,3162,1.41,
13.453333,-33.295556,PGC,3165,1.20,
13.477500,-31.095556,PGC,3169,1.17,
13.475000,24.766667,PGC,3171,1.41,
13.523750,30.346667,PGC,3184,0.89,
13.558750,-62.455833,PGC,3190,1.32,14.58
13.589583,-2.195278,PGC,3193,1.32,
13.566667,-7.236111,PGC,3195,1.12,
13.567500,-23.535556,PGC,3196,0.00,15.78
13.585833,-23.552778,PGC,3201,0.66,15.27
13.596250,31.663333,PGC,3203,1.26,
13.610833,-48.024167,PGC,3205,0.89,
13.633333,-4.602500,PGC,3207,1.48,
13.649583,42.275556,PGC,3212,0.66,
13.672500,24.871667,PGC,3215,0.66,
13.674167,5.774167,PGC,3217,0.98,
13.675000,36.765000,PGC,3218,1.10,
13.680000,21.520833,PGC,3219,1.82,
13.694583,31.364722,PGC,3222,1.10,15.06
13.698750,10.534722,PGC,3225,1.66,
13.700000,28.716667,PGC,3226,1.00,
13.700000,28.850000,PGC,3227,0.93,
13.700000,11.833333,PGC,3229,1.02,
13.700000,44.750000,PGC,3230,1.29,
13.700000,13.683333,PGC,3232,1.00,
13.710000,29.245556,PGC,3235,1.05,15.12
13.724167,-37.682500,PGC,3238,21.88,8.72
13.725000,52.500000,PGC,3239,1.38,
13.729583,-32.030833,PGC,3242,1.35,14.90
13.737500,-32.020833,PGC,3245,0.69,
13.744583,-35.512500,PGC,3246,0.87,
13.747500,30.805000,PGC,3247,1.38,
13.748750,-35.320833,PGC,3248,0.93,
13.759583,-7.333333,PGC,3250,1.70,
13.750000,-8.366667,PGC,3251,1.15,
13.764167,-19.005833,PGC,3252,2.04,
13.782917,31.541389,PGC,3260,2.19,
13.802917,-43.916111,PGC,3263,1.05,
13.808750,35.434167,PGC,3265,0.91,
13.800000,-1.016667,PGC,3266,1.29,
13.825000,9.450000,PGC,3268,1.00,
13.826667,31.729722,PGC,3269,1.17,
13.825000,31.733333,PGC,3271,1.12,
13.825000,-1.233333,PGC,3272,0.00,
13.839583,31.677222,PGC,3274,1.10,15.70
13.846250,30.489167,PGC,3275,0.00,
13.887500,30.398333,PGC,3285,0.00,
13.894583,-24.154444,PGC,3287,0.85,
13.927083,-30.541111,PGC,3290,0.95,
13.985833,-59.667778,PGC,3309,1.38,
13.975000,-0.883333,PGC,3312,1.10,
14.000000,12.100000,PGC,3313,1.00,
14.000000,14.216667,PGC,3314,1.07,
14.000000,4.400000,PGC,3322,1.17,
14.027083,24.124722,PGC,3326,1.15,
14.031250,-53.189444,PGC,3328,1.35,
14.036667,-52.829444,PGC,3330,0.98,
14.040000,31.075000,PGC,3332,0.91,
14.060833,-47.064722,PGC,3338,0.91,
14.050000,-1.083333,PGC,3340,0.00,
14.067083,-1.255556,PGC,3342,1.45,14.39
14.069583,-52.782778,PGC,3343,1.45,13.42
14.075000,13.883333,PGC,3355,1.00,
14.075000,50.766667,PGC,3358,1.29,
14.100000,11.866667,PGC,3361,1.00,
14.112500,50.622222,PGC,3363,1.10,
14.100000,-1.233333,PGC,3365,1.10,
14.137917,-1.771111,PGC,3367,1.58,13.75
14.172500,-52.976389,PGC,3374,1.05,13.59
14.177917,-9.914167,PGC,3377,3.02,12.50
14.197083,-53.098056,PGC,3387,1.45,12.86
14.213750,-63.481389,PGC,3391,0.89,
14.219583,-31.963056,PGC,3395,0.95,
14.238750,-43.838056,PGC,3398,1.02,
14.239167,-52.923056,PGC,3399,2.69,
14.247500,-45.411389,PGC,3401,1.26,
14.259167,-0.875556,PGC,3405,0.85,
14.275000,14.900000,PGC,3409,1.00,
14.292917,-43.726667,PGC,3412,1.12,
14.311250,-40.958056,PGC,3416,1.38,13.99
14.332500,23.888611,PGC,3420,0.89,
14.350000,-30.966667,PGC,3426,1.35,
14.386667,30.279722,PGC,3434,1.51,14.00
14.396667,-5.002500,PGC,3435,0.98,
14.404167,-48.901667,PGC,3436,1.55,13.71
14.410833,-46.446667,PGC,3441,0.93,
14.413333,43.801111,PGC,3442,1.38,
14.400000,-1.350000,PGC,3444,0.87,
14.418750,43.791944,PGC,3445,1.10,
14.424167,33.351111,PGC,3446,0.44,
14.426250,43.702778,PGC,3448,0.87,15.09
14.437917,32.544167,PGC,3450,0.00,
14.425000,-0.383333,PGC,3451,0.46,
14.447083,-27.501667,PGC,3453,1.70,
14.450417,-5.112500,PGC,3454,1.38,
14.454583,30.352778,PGC,3455,3.24,12.20
14.458333,31.484722,PGC,3456,0.93,
14.480417,-5.130556,PGC,3462,1.58,14.30
14.506250,30.705278,PGC,3466,0.00,
14.506250,-5.073056,PGC,3467,1.58,14.30
14.525000,-6.233333,PGC,3472,1.20,
14.545833,-8.216944,PGC,3475,1.41,
14.580833,-15.392222,PGC,3481,1.55,
14.575000,26.866667,PGC,3482,1.45,14.33
14.596667,36.730556,PGC,3485,1.58,14.68
14.600000,-8.407778,PGC,3486,1.41,
14.600417,48.661389,PGC,3487,1.38,
14.600000,11.566667,PGC,3490,0.78,
14.600000,-1.383333,PGC,3492,0.00,14.73
14.614167,23.541944,PGC,3493,0.78,
14.629167,-10.157778,PGC,3496,1.29,
